"","Drug","cell","Final_conc_uM","median_GR24.x","median_GR24.y","percent_change_GR"
"1792","Decitabine","HS578T",2,0.0285660593665921,0.0288404846825183,99.0484719000143
"1793","Decitabine","HS578T",3,0.0276667171134589,0.0288404846825183,95.9301392400978
"1794","Decitabine","HS578T",4,0.0252431286622033,0.0288404846825183,87.5267144088755
"1795","Decitabine","HS578T",5,0.022376503639409,0.0288404846825183,77.5871275595189
"1796","Decitabine","HT29",1,0.047201977821934,0.0467873773935254,100.886137354786
"1797","Decitabine","HT29",2,0.0447083101252194,0.0467873773935254,95.5563500582237
"1798","Decitabine","HT29",3,0.0447681521869456,0.0467873773935254,95.6842522084616
"1799","Decitabine","HT29",4,0.0410960772044046,0.0467873773935254,87.8358213129757
"1800","Decitabine","HT29",5,0.0336935479785967,0.0467873773935254,72.014183858186
"1801","Decitabine","IGROV1",1,0.0417729820273607,0.042077548434673,99.2761783453587
"1802","Decitabine","IGROV1",2,0.0391943712789908,0.042077548434673,93.147944062952
"1803","Decitabine","IGROV1",3,0.039761158617723,0.042077548434673,94.4949506254
"1804","Decitabine","IGROV1",4,0.0349496481839866,0.042077548434673,83.0600866356254
"1805","Decitabine","IGROV1",5,0.023436632865297,0.042077548434673,55.6986652910239
"1806","Decitabine","LOXIMVI",1,0.0463052408967435,0.0475343819051574,97.4142063930349
"1807","Decitabine","LOXIMVI",2,0.0458197602109602,0.0475343819051574,96.3928810568773
"1808","Decitabine","LOXIMVI",3,0.0472944291988645,0.0475343819051574,99.4952017956779
"1809","Decitabine","LOXIMVI",4,0.0465961873482022,0.0475343819051574,98.0262821996359
"1810","Decitabine","LOXIMVI",5,0.0335528322940479,0.0475343819051574,70.586449111706
"1811","Decitabine","M14",1,0.0385346717705164,0.037484959760084,102.800355174851
"1812","Decitabine","M14",2,0.0353944502411859,0.037484959760084,94.4230711936785
"1813","Decitabine","M14",3,0.0370897347368195,0.037484959760084,98.9456437307281
"1814","Decitabine","M14",4,0.0362034442026594,0.037484959760084,96.5812540132715
"1815","Decitabine","M14",5,0.029383540538753,0.037484959760084,78.3875472371245
"1816","Decitabine","MALME3M",1,0.0211809269342973,0.0204338432307294,103.656109597848
"1817","Decitabine","MALME3M",2,0.0226567159824589,0.0204338432307294,110.878388008706
"1818","Decitabine","MALME3M",3,0.0209597306496551,0.0204338432307294,102.573609932246
"1819","Decitabine","MALME3M",4,0.0149896380299784,0.0204338432307294,73.3569199916157
"1820","Decitabine","MALME3M",5,0.0130073304656207,0.0204338432307294,63.6558199979711
"1821","Decitabine","MDAMB231",1,0.0293966612052006,0.0298112253218478,98.6093690810375
"1822","Decitabine","MDAMB231",2,0.031660676879982,0.0298112253218478,106.203876352505
"1823","Decitabine","MDAMB231",3,0.0309155010062958,0.0298112253218478,103.70422776161
"1824","Decitabine","MDAMB231",4,0.028811920124084,0.0298112253218478,96.6478895551083
"1825","Decitabine","MDAMB231",5,0.0243024584359851,0.0298112253218478,81.5211658481361
"1826","Decitabine","OVCAR4",1,0.0278570886053061,0.0281152857919865,99.0816483652677
"1827","Decitabine","OVCAR4",2,0.0240848319939576,0.0281152857919865,85.6645462263887
"1828","Decitabine","OVCAR4",3,0.021995327174733,0.0281152857919865,78.2326288178872
"1829","Decitabine","OVCAR4",4,0.0209809416590384,0.0281152857919865,74.6246785974996
"1830","Decitabine","OVCAR4",5,0.0180740050634506,0.0281152857919865,64.2853328867888
"1831","Decitabine","OVCAR5",1,0.0440070528581178,0.0446581583765071,98.5420233568523
"1832","Decitabine","OVCAR5",2,0.0410894134604059,0.0446581583765071,92.0087503698348
"1833","Decitabine","OVCAR5",3,0.0413911464758206,0.0446581583765071,92.6844007467956
"1834","Decitabine","OVCAR5",4,0.0473157020907622,0.0446581583765071,105.950858277338
"1835","Decitabine","OVCAR5",5,0.0427385704174942,0.0446581583765071,95.7015962395288
"1836","Decitabine","SF539",1,0.03674406284376,0.0382123028998615,96.1576771231267
"1837","Decitabine","SF539",2,0.0405169859625727,0.0382123028998615,106.031259274666
"1838","Decitabine","SF539",3,0.0375113353946433,0.0382123028998615,98.1655973285485
"1839","Decitabine","SF539",4,0.0409338520172106,0.0382123028998615,107.122180321037
"1840","Decitabine","SF539",5,0.0398575686746227,0.0382123028998615,104.305591785642
"1841","Decitabine","SKMEL2",1,0.0339666719820007,0.033169557727411,102.403150084606
"1842","Decitabine","SKMEL2",2,0.0312919876289001,0.033169557727411,94.3394780420626
"1843","Decitabine","SKMEL2",3,0.0308719604755086,0.033169557727411,93.0731748949318
"1844","Decitabine","SKMEL2",4,0.0311303222002888,0.033169557727411,93.8520870736935
"1845","Decitabine","SKMEL2",5,0.0274458275195721,0.033169557727411,82.7440261492881
"1846","Decitabine","SW620",1,0.0356995554960081,0.036494371470144,97.8220861406362
"1847","Decitabine","SW620",2,0.0355396382073418,0.036494371470144,97.3838890098894
"1848","Decitabine","SW620",3,0.036063869046888,0.036494371470144,98.8203593981384
"1849","Decitabine","SW620",4,0.0327270953778948,0.036494371470144,89.6771037820688
"1850","Decitabine","SW620",5,0.0269897785571813,0.036494371470144,73.9560032682344
"1851","Decitabine","T47D",1,0.0276798340238902,0.0266750841674784,103.766623003337
"1852","Decitabine","T47D",2,0.0269867814118187,0.0266750841674784,101.168495823231
"1853","Decitabine","T47D",3,0.0262277498575132,0.0266750841674784,98.3230256851049
"1854","Decitabine","T47D",4,0.0272406000432889,0.0266750841674784,102.120015338133
"1855","Decitabine","T47D",5,0.022690174893636,0.0266750841674784,85.0613057157634
"1856","Decitabine","UACC257",1,0.0291761147654949,0.0271632150486013,107.410388325874
"1857","Decitabine","UACC257",2,0.0291011515618219,0.0271632150486013,107.1344150895
"1858","Decitabine","UACC257",3,0.0280022484538299,0.0271632150486013,103.088858972428
"1859","Decitabine","UACC257",4,0.0288844940608965,0.0271632150486013,106.336801476613
"1860","Decitabine","UACC257",5,0.0284538684169603,0.0271632150486013,104.751474985747
"1861","Etomoxir","A498",1,0.0276493785224987,0.0292800681087454,94.4307179198137
"1862","Etomoxir","A498",2,0.0297317402546277,0.0292800681087454,101.542592538394
"1863","Etomoxir","A498",3,0.0298694020498417,0.0292800681087454,102.012747849177
"1864","Etomoxir","A498",4,0.0280321740952492,0.0292800681087454,95.738076807535
"1865","Etomoxir","A498",5,0.0250731571485112,0.0292800681087454,85.6321681199312
"1866","Etomoxir","ACHN",1,0.0358575570568983,0.0354804395010489,101.062888625825
"1867","Etomoxir","ACHN",2,0.0364085864642348,0.0354804395010489,102.615939870639
"1868","Etomoxir","ACHN",3,0.0365098637167451,0.0354804395010489,102.90138518624
"1869","Etomoxir","ACHN",4,0.0342501798618239,0.0354804395010489,96.5325693353134
"1870","Etomoxir","ACHN",5,0.0388564626787403,0.0354804395010489,109.515167301103
"1871","Etomoxir","BT549",1,0.0352965600122579,0.0347871115463391,101.464474753071
"1872","Etomoxir","BT549",2,0.0324259273568109,0.0347871115463391,93.2124741475506
"1873","Etomoxir","BT549",3,0.0335952459202253,0.0347871115463391,96.5738298664833
"1874","Etomoxir","BT549",4,0.0361791479136243,0.0347871115463391,104.00158652273
"1875","Etomoxir","BT549",5,0.0312902575429992,0.0347871115463391,89.9478460616605
"1876","Etomoxir","COLO205",1,0.048962136752247,0.0504060929258587,97.1353539030777
"1877","Etomoxir","COLO205",2,0.0521157050448959,0.0504060929258587,103.391677513177
"1878","Etomoxir","COLO205",3,0.0488622696550358,0.0504060929258587,96.9372288522865
"1879","Etomoxir","COLO205",4,0.0502723761837709,0.0504060929258587,99.7347210737313
"1880","Etomoxir","COLO205",5,0.048763052457179,0.0504060929258587,96.7403931284728
"1881","Etomoxir","EKVX",1,0.0221083428717864,0.0222251351618679,99.4745035779043
"1882","Etomoxir","EKVX",2,0.0220060060817374,0.0222251351618679,99.0140483802028
"1883","Etomoxir","EKVX",3,0.0238402704948566,0.0222251351618679,107.267156402989
"1884","Etomoxir","EKVX",4,0.0211094164955963,0.0222251351618679,94.9799240447999
"1885","Etomoxir","EKVX",5,0.0220864327415243,0.0222251351618679,99.3759209141658
"1886","Etomoxir","HCT15",1,0.0454975104905573,0.0436303640004474,104.279465764005
"1887","Etomoxir","HCT15",2,0.0444235709731189,0.0436303640004474,101.818015941062
"1888","Etomoxir","HCT15",3,0.0458516198549684,0.0436303640004474,105.091077980688
"1889","Etomoxir","HCT15",4,0.0410330945554594,0.0436303640004474,94.0471057152734
"1890","Etomoxir","HCT15",5,0.0400323995788071,0.0436303640004474,91.7535310463983
"1891","Etomoxir","HOP62",1,0.0286136290914107,0.0288992724054065,99.0115899459726
"1892","Etomoxir","HOP62",2,0.0296392873199384,0.0288992724054065,102.560669708741
"1893","Etomoxir","HOP62",3,0.0304492864460245,0.0288992724054065,105.363505415894
"1894","Etomoxir","HOP62",4,0.026299378689187,0.0288992724054065,91.003601475679
"1895","Etomoxir","HOP62",5,0.0239053897817546,0.0288992724054065,82.7196942760479
"1896","Etomoxir","HS578T",1,0.0246722067994952,0.0288404846825183,85.5471295683538
"1897","Etomoxir","HS578T",2,0.0307600729614658,0.0288404846825183,106.655880787298
"1898","Etomoxir","HS578T",3,0.0265101898299116,0.0288404846825183,91.9200565515487
"1899","Etomoxir","HS578T",4,0.0273449465046538,0.0288404846825183,94.814448528422
"1900","Etomoxir","HS578T",5,0.0308462976976921,0.0288404846825183,106.954851963322
"1901","Etomoxir","HT29",1,0.0456846043466344,0.0467873773935254,97.6430116233793
"1902","Etomoxir","HT29",2,0.0464932900018955,0.0467873773935254,99.3714386058522
"1903","Etomoxir","HT29",3,0.0478899516617529,0.0467873773935254,102.356563521297
"1904","Etomoxir","HT29",4,0.0461410830443696,0.0467873773935254,98.6186566010745
"1905","Etomoxir","HT29",5,0.0474331746065028,0.0467873773935254,101.380280855551
"1906","Etomoxir","IGROV1",1,0.0415326040343364,0.042077548434673,98.7049045854403
"1907","Etomoxir","IGROV1",2,0.041944847012341,0.042077548434673,99.6846265353647
"1908","Etomoxir","IGROV1",3,0.0413390049728832,0.042077548434673,98.2448039649068
"1909","Etomoxir","IGROV1",4,0.0419442544698002,0.042077548434673,99.6832183199081
"1910","Etomoxir","IGROV1",5,0.0398127535192375,0.042077548434673,94.6175692270863
"1911","Etomoxir","LOXIMVI",1,0.04564952593922,0.0475343819051574,96.0347523405308
"1912","Etomoxir","LOXIMVI",2,0.0496285255691565,0.0475343819051574,104.405534646853
"1913","Etomoxir","LOXIMVI",3,0.0480321191531431,0.0475343819051574,101.04710996133
"1914","Etomoxir","LOXIMVI",4,0.047721076903556,0.0475343819051574,100.392757812169
"1915","Etomoxir","LOXIMVI",5,0.0480624797463245,0.0475343819051574,101.110980768028
"1916","Etomoxir","M14",1,0.0372992342020963,0.037484959760084,99.5045331269489
"1917","Etomoxir","M14",2,0.0381020361299772,0.037484959760084,101.64619723175
"1918","Etomoxir","M14",3,0.0394054972747548,0.037484959760084,105.123488265594
"1919","Etomoxir","M14",4,0.036709163273983,0.037484959760084,97.9303793012813
"1920","Etomoxir","M14",5,0.038254820951006,0.037484959760084,102.053786894395
"1921","Etomoxir","MALME3M",1,0.0222273780614321,0.0204338432307294,108.777276063298
"1922","Etomoxir","MALME3M",2,0.0191600615481187,0.0204338432307294,93.7663137167697
"1923","Etomoxir","MALME3M",3,0.018812904516104,0.0204338432307294,92.0673820567058
"1924","Etomoxir","MALME3M",4,0.0198220749986532,0.0204338432307294,97.0061029383045
"1925","Etomoxir","MALME3M",5,0.0208087881334494,0.0204338432307294,101.834921108507
"1926","Etomoxir","MDAMB231",1,0.0301863238039099,0.0298112253218478,101.258245771559
"1927","Etomoxir","MDAMB231",2,0.0303403449745878,0.0298112253218478,101.774900719536
"1928","Etomoxir","MDAMB231",3,0.030103710979294,0.0298112253218478,100.981125915787
"1929","Etomoxir","MDAMB231",4,0.0298664971213349,0.0298112253218478,100.18540599687
"1930","Etomoxir","MDAMB231",5,0.0304540930179746,0.0298112253218478,102.156461833374
"1931","Etomoxir","OVCAR4",1,0.0273739788503319,0.0281152857919865,97.3633312955122
"1932","Etomoxir","OVCAR4",2,0.0267664893401437,0.0281152857919865,95.2026222965616
"1933","Etomoxir","OVCAR4",3,0.026526823140227,0.0281152857919865,94.3501813799373
"1934","Etomoxir","OVCAR4",4,0.0260290736488988,0.0281152857919865,92.5797939294562
"1935","Etomoxir","OVCAR4",5,0.0276615885743444,0.0281152857919865,98.3862969738282
"1936","Etomoxir","OVCAR5",1,0.042182914172191,0.0446581583765071,94.4573527115746
"1937","Etomoxir","OVCAR5",2,0.0410650198590656,0.0446581583765071,91.9541274247176
"1938","Etomoxir","OVCAR5",3,0.048501543258425,0.0446581583765071,108.606232369716
"1939","Etomoxir","OVCAR5",4,0.0427411705823892,0.0446581583765071,95.7074186132888
"1940","Etomoxir","OVCAR5",5,0.0433964303478282,0.0446581583765071,97.1746975814778
"1941","Etomoxir","SF539",1,0.0350316589100509,0.0382123028998615,91.6763875808643
"1942","Etomoxir","SF539",2,0.0398158381711699,0.0382123028998615,104.196384801802
"1943","Etomoxir","SF539",3,0.0372474003564408,0.0382123028998615,97.4748903620141
"1944","Etomoxir","SF539",4,0.036532678070511,0.0382123028998615,95.6044920041795
"1945","Etomoxir","SF539",5,0.0380209243428258,0.0382123028998615,99.4991703129298
"1946","Etomoxir","SKMEL2",1,0.0356171968847097,0.033169557727411,107.379173329393
"1947","Etomoxir","SKMEL2",2,0.0312427835171985,0.033169557727411,94.1911368669826
"1948","Etomoxir","SKMEL2",3,0.0294454785184354,0.033169557727411,88.7725991417183
"1949","Etomoxir","SKMEL2",4,0.0306126111650011,0.033169557727411,92.2912853302929
"1950","Etomoxir","SKMEL2",5,0.0343802357667959,0.033169557727411,103.649967386766
"1951","Etomoxir","SW620",1,0.0358779538531278,0.036494371470144,98.3109241447806
"1952","Etomoxir","SW620",2,0.0351280245146154,0.036494371470144,96.2560063360827
"1953","Etomoxir","SW620",3,0.0371519725909812,0.036494371470144,101.801924774551
"1954","Etomoxir","SW620",4,0.0379844545341231,0.036494371470144,104.083048985234
"1955","Etomoxir","SW620",5,0.0378683332731218,0.036494371470144,103.764859477308
"1956","Etomoxir","T47D",1,0.0276399296035646,0.0266750841674784,103.617028647514
"1957","Etomoxir","T47D",2,0.0261664772447766,0.0266750841674784,98.0933258935247
"1958","Etomoxir","T47D",3,0.027131946738837,0.0266750841674784,101.712694019971
"1959","Etomoxir","T47D",4,0.0273657535375005,0.0266750841674784,102.589192842601
"1960","Etomoxir","T47D",5,0.0270669244738211,0.0266750841674784,101.468937469447
"1961","Etomoxir","UACC257",1,0.0279269117365809,0.0271632150486013,102.811510664747
"1962","Etomoxir","UACC257",2,0.0283326529357166,0.0271632150486013,104.305226332829
"1963","Etomoxir","UACC257",3,0.0271904696704842,0.0271632150486013,100.10033650963
"1964","Etomoxir","UACC257",4,0.0287651411420295,0.0271632150486013,105.897409752719
"1965","Etomoxir","UACC257",5,0.0269967547327096,0.0271632150486013,99.3871847806167
"1966","Lenvatinib","A498",1,0.0293003262084786,0.0292800681087454,100.069187338151
"1967","Lenvatinib","A498",2,0.0259637442294906,0.0292800681087454,88.6737835891022
"1968","Lenvatinib","A498",3,0.0252655716542148,0.0292800681087454,86.2893199577922
"1969","Lenvatinib","A498",4,0.0282117210702947,0.0292800681087454,96.3512822631324
"1970","Lenvatinib","A498",5,0.0233103143157336,0.0292800681087454,79.6115440345278
"1971","Lenvatinib","ACHN",1,0.0369393558409284,0.0354804395010489,104.111889143415
"1972","Lenvatinib","ACHN",2,0.0334261663622289,0.0354804395010489,94.2101248808959
"1973","Lenvatinib","ACHN",3,0.0348233452123404,0.0354804395010489,98.1480097260659
"1974","Lenvatinib","ACHN",4,0.0309275290907145,0.0354804395010489,87.1678297271379
"1975","Lenvatinib","ACHN",5,0.0293328757066891,0.0354804395010489,82.673371917566
"1976","Lenvatinib","BT549",2,0.0374221090420342,0.0347871115463391,107.574637210638
"1977","Lenvatinib","BT549",3,0.0334415587441998,0.0347871115463391,96.1320364286444
"1978","Lenvatinib","BT549",4,0.0301072330107878,0.0347871115463391,86.5470907829835
"1979","Lenvatinib","BT549",5,0.0194709990434272,0.0347871115463391,55.9718763010557
"1980","Lenvatinib","COLO205",1,0.0517520246137124,0.0504060929258587,102.670176579314
"1981","Lenvatinib","COLO205",2,0.0488860283208131,0.0504060929258587,96.9843633640057
"1982","Lenvatinib","COLO205",3,0.0534041290142132,0.0504060929258587,105.947765268703
"1983","Lenvatinib","COLO205",4,0.0517382208146294,0.0504060929258587,102.642791399703
"1984","Lenvatinib","COLO205",5,0.0480346919673938,0.0504060929258587,95.2954081127595
"1985","Lenvatinib","EKVX",1,0.0218502224644147,0.0222251351618679,98.3131139823328
"1986","Lenvatinib","EKVX",2,0.0199520804888403,0.0222251351618679,89.7725946030351
"1987","Lenvatinib","EKVX",3,0.0217608776325399,0.0222251351618679,97.9111149338495
"1988","Lenvatinib","EKVX",4,0.021812490448581,0.0222251351618679,98.1433421651586
"1989","Lenvatinib","EKVX",5,0.0196798434934207,0.0222251351618679,88.5476886871122
"1990","Lenvatinib","HCT15",1,0.0456626105616106,0.0436303640004474,104.657872121219
"1991","Lenvatinib","HCT15",2,0.040924144807816,0.0436303640004474,93.7973948771005
"1992","Lenvatinib","HCT15",3,0.0439420410690286,0.0436303640004474,100.71435816712
"1993","Lenvatinib","HCT15",4,0.0428834177871579,0.0436303640004474,98.2880128772661
"1994","Lenvatinib","HCT15",5,0.0411115545305439,0.0436303640004474,94.2269345498064
"1995","Lenvatinib","HOP62",1,0.0307015737576685,0.0288992724054065,106.236493870776
"1996","Lenvatinib","HOP62",2,0.0275148245562441,0.0288992724054065,95.2094024038355
"1997","Lenvatinib","HOP62",3,0.0252312393391169,0.0288992724054065,87.3075245119204
"1998","Lenvatinib","HOP62",4,0.02810935243432,0.0288992724054065,97.2666440870713
"1999","Lenvatinib","HOP62",5,0.0237554559340684,0.0288992724054065,82.2008789730781
"2000","Lenvatinib","HS578T",1,0.0312917411671545,0.0288404846825183,108.499359534418
"2001","Lenvatinib","HS578T",2,0.025498924180559,0.0288404846825183,88.413646515501
"2002","Lenvatinib","HS578T",3,0.0250767801598056,0.0288404846825183,86.9499262438052
